ID,IsPost,IsBoostedPost,Page/Group Name,Page Id,Page/Group List,Post URL,Comment URL,Commenter Profile URL,unicode,Google Translated,Date,Time,Post Type,machines,inputs,govt,markets,agriadvice,sustainability,development,farmers' achivements,farmers' struggles,live trading scenes,quiz/lucky draw/entertainment,ad,other,promotion,crtique,humor,anti-china,hatespeech,unverified info,scam,clickbait,Coding justification,Comment remarks,Post remarks,Link,Like,Love,Sad,Haha,Wow,Angry,Care,Share,Comment,Replies
p20210301_20210308_0072,TRUE,,King Kubota,115384683531187,p.farming,https://www.facebook.com/KKM69/posts/260378639031790,,facebook.com/115384683531187,"🚩 MU4902,L5018,M7040,Dc70GPlus,Dc93G,DC105X..Kubota စက်ကြီး များ ဝယ်ယူ လို သော မိတ်ဆွေ များ ၊ ယခု အခါ နိုင်ငံရေး အခြေအနေ ကြောင့် ဘဏ် လုပ်ငန်း များ ရပ်နား ထား ပါ သဖြင့် လက်ငင်း စနစ် ဖြင့် သာ ရောင်းချ လျှက် ရှိ နေ ပါသည် ။ ဝယ်ယူ လို ပါက ဖုန်း -09767810275( သို့ )CB သို့ ဆက်သွယ် စုံစမ်း နိုင် ပါ တယ် ခင်ဗျာ ..","4 Friends who want to buy MU4902, L5018, M7040, Dc70GPlus, Dc93G, DC105X..Kubota machines. Currently, due to the political situation, the banking industry has been shut down and only cash is being sold. If you want to buy, you can contact 09767810275 or CB.",2021-03-02,8:15:03,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/KKM69/photos/a.117087183360937/260375962365391/?type=3,81,0,0,0,0,0,0,46,10,
c20210301_20210308_0073,FALSE,,,,p.farming,https://www.facebook.com/KKM69/posts/260378639031790,https://www.exportcomments.com/done/a290ea8d-3de0-49aa-9517-6e351f8e850c/preview/260819305654390,https://www.facebook.com/profile.php?id=100043701122636,Kubodaharvester စီ ယာ တိုင် နဲ့ ရှိ ပါ သလား,Is there a Kubodaharvester steering column?,2021-03-03,0:38:56,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0074,FALSE,,,,p.farming,https://www.facebook.com/KKM69/posts/260378639031790,https://www.exportcomments.com/done/a290ea8d-3de0-49aa-9517-6e351f8e850c/preview/260868325649488,https://www.facebook.com/profile.php?id=100041184672062,Mu49 ဘယ် ဈေး လဲ ဗျ,Q: What is the price of Mu49?,2021-03-03,2:49:44,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0075,FALSE,,,,p.farming,https://www.facebook.com/KKM69/posts/260378639031790,https://www.exportcomments.com/done/a290ea8d-3de0-49aa-9517-6e351f8e850c/preview/261516078918046,https://www.facebook.com/profile.php?id=100027113658597,9540 ဘယ် ဈေး လဲ,9540 What is the price?,2021-03-04,4:08:18,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0076,FALSE,,,,p.farming,https://www.facebook.com/KKM69/posts/260378639031790,https://www.exportcomments.com/done/a290ea8d-3de0-49aa-9517-6e351f8e850c/preview/262421982160789,https://www.facebook.com/profile.php?id=100011031437677,60/40 အုပ် စုံ စျေး 57 အုပ် စုံ စျေး ပြော ပေး ပါ အုံး,60/40 Volume Price 57 Volume Price,2021-03-05,13:02:25,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0077,TRUE,,ဝိစာရ,367554610253965,p.farming,https://www.facebook.com/wisarrainternational/posts/1375360429473373,,facebook.com/367554610253965," ဘင်ျ ဂ လား ဒေ့ ရျှ က ဆ နျ လို သလော ကျမ ရ သေး သ ဖွငျ့ ဆ နျ တ ငျ သှ ငျး မှု ထ ပျ မံ ခှငျ့ ပွု  🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🔸 ဘင်ျ ဂ လား ဒေ့ ရျှ အစိုးရ သ ညျ အစိုးရ ညှ နျ ကွား ခ ကျြ ဖွငျ့ အစော ပို ငျး က ဆ နျ တ ငျ သှ ငျး ခဲ့ သော ကု နျ သ ညျ မြား ကို သှ ငျး ကု နျ လို အ ပျ သညျ့ ပမာဏ ရော ကျ သ ညျ အထိ ထ ပျ မံ တ ငျ သှ ငျး သှား စ မေ ညျ ဖွ ဈ ကွော ငျး ဘင်ျ ဂ လား ဒေ့ ရျှ စား န ပျ ရိက် ခာ ဝ နျ ကွီး ဌာန က ထု တျ ပွ နျ သ ညျ ။ ဆ နျ ထ ပျ မံ တ ငျ သှ ငျး ရေး ကိစ် စ နှငျ့ စ ပျ လ ဉျြး ပွီး စီမံ ဆော ငျ ရှ ကျ ရ နျ စား န ပျ ရိက် ခာ အ ထှ ထှေေ ဦးစီးဌာန ကို ညှ နျ ကွား ထား သ ညျ ဟု ဝ နျ ကွီး ဌာန ၏ အ ကွီး တ နျး အရာရှိ တ ဈ ဦး က FinancialExpress သ တ ငျး ဌာန ကို ပွော သ ညျ ။ 🔸 သှ ငျး ကု နျ လု ပျ င နျး မြား သ ညျ မ ကွာ သေး မီ က ဆ နျ တ ငျ သှ ငျး မှု ပွု လု ပျ ထား ကွော ငျး ပွ သ ပွီး နော ကျ ဆ နျ တ ငျ သှ ငျး မညျ့ ငှ လှေဲ စာ တ မျး (LetterofCredit) ကို အစိုးရ ထံ ဖ ဖျေော ဝါ ရီ ၂၅ ရ ကျမ တို ငျ မီ တ ငျ ပွ လြှော ကျ ထား ရ မ ညျ ဖွ ဈ ကွော ငျး ၎င်း ငျး က ပွော သ ညျ ။ အစိုးရ သ ညျ အစော ပို ငျး က ပုဂ် ဂ လိ က လု ပျ င နျး ၃၂၀ ဝ နျး က ငျြ ကို ဆ နျ တ ငျ သှ ငျး ခှငျ့ ပွု ခဲ့ ရာ တှ ငျ လ ညျး ဖ ဖျေော ဝါ ရီ ၁၅ ရ ကျမ တို ငျ မီ ငှ လှေဲ စာ တ မျး မြား တ ငျ ပွ လြှော ကျ ထား စ ခေဲ့ ခွ ငျး ဖွ ဈ သ ညျ ။ ထို အ သု တျ က ကု နျ သ ညျ မြား ဆ နျ တ နျ ခြိ နျ တ ဈ သ နျး ကြျော တ ငျ သှ ငျး ခှငျ့ ရရှိ ခဲ့ သ ညျ ။ 🔸 အစိုးရ သ ညျ ပွ ညျ တှ ငျး လ ယျ သမား မြား ထံမှ ဆ နျ ကို ဝ ယျ ယူ ရာ တှ ငျ မြှျော မှ နျး ခ ကျြ မ ပွညျ့ မီ ခဲ့ ခွ ငျး ၊ ဈေး ကှ ကျ အ တှ ငျး ဆ နျ အ မြိုး မြိုး ဈေး တ ကျန ခွေ ငျး နှငျ့ အစိုးရ သီးနှံ ဂို ဒေါ ငျ မြား တှ ငျ ဆ နျ လ ကျ က နျြ န ညျး န ခွေ ငျး တို့ ကွောငျ့ လု ပျ င နျး မြား ကို ဆ နျ တ ငျ သှ ငျး ရ နျ ခှငျ့ ပွု ပေး န ခွေ ငျး ဖွ ဈ သ ညျ ။ ဆ နျ ဈေး မြား မွငျ့ တ ကျ လာ ပွီး နော ကျ အစိုးရ က ဆ နျ တ ငျ သှ ငျး ခှ နျ ကို လြှော့ ခြ ၍ လ ညျး သှ ငျး ကု နျ မွငျ့ တ ကျ စ ရေ နျ အားပေး ခဲ့ သ ညျ ။ ဆ နျ တ ငျ သှ ငျး မှု ကို ယ ခ ငျ က ၆၂ ဒသမ ၅ ရာ ခို ငျ နှု နျး အ ခှ နျ စ ညျး ကွ ပျ ထား ရာ က ၂၅ ရာ ခို ငျ နှု နျး သို့ လြှော့ ခ ပြေး ခဲ့ ခွ ငျး ဖွ ဈ သ ညျ ။ ပုဂ် ဂ လိ က လု ပျ င နျး မြား က အစော ပို ငျး က တ ညျး က ဆ နျ တ ငျ သှ ငျး မှု ပွု လု ပျ ထား သညျ့ တို ငျ ယခု အခါ ဈေး ကှ ကျ အ တှ ငျး ဆ နျ အ မြိုး အစား မြား စှာ ဈေး ကွီး မွငျ့ န ဆေဲ ဖွ ဈ သ ညျ ။ 🔸 ဆ နျ ကွ မျး ဈေး သ ညျ အရ ညျ အ သှေး ကို လို ကျ ၍ တ ဈ ကီလို လြှ ငျ ၅၀ နှငျ့ ၅၃ တာ ကာ ကွား ရှိ န ပွေီး မွို့ ပျေါ လ ကျ လီ ဈေး ကှ ကျ မြား တှ ငျ ရော ငျး ခ နြ သေော အ ကော ငျး စား ဆ နျ ဈေး မြား မှာ တ ဈ ကီလို လြှ ငျ ၅၈ - ၆၅ တာ ကာ ဈေးပေါ ကျန ကွေော ငျး သိရ သ ညျ ။ ယခု လ အစော ပို ငျး က ပွု လု ပျ ခဲ့ သော ဝ နျ ကွီး ဌာန အစ ညျး အဝေး တ ဈ ခု ကမူ သှ ငျး ကု နျ လု ပျ င နျး မြား အ န ဖွေငျ့ သ တျ မှ တျ ရ ကျ အ တှ ငျး ငှ လှေဲ စာ တ မျး တ ငျ ပွ ခွ ငျး မရှိ ခဲ့ လြှ ငျ သှ ငျး ကု နျ ခှငျ့ ပွု မှု ပ ယျ ဖ ကျြ ခံ ရ နို ငျ ကွော ငျး သတိပေး ထား သ ညျ ။ ထို အစ ညျး အဝေး တှ ငျ ဆ နျ လ ကျ က နျြ နှငျ့ ပေါ ကျ ဈေး အခွ အေ နေ ၊ ဆော ငျး စပါး အ ထှ ကျ နှု နျး ၊ အစိုးရ ၏ သီးနှံ ဝ ယျ ယူ မှု ၊ တ ငျ သှ ငျး မှု ပမာဏ နှငျ့ စား န ပျ ရိက် ခာ ဖွနျ့ ခြိ ရေး အ စီ အစ ဉျ တို့ ကို ပါ ဆှေး နှေး ခဲ့ ကွော ငျး သိရ သ ညျ ။ Sources: ဝ ယေံ ဟိ နျး (B.Ag) မွ နျ မာ တော ငျ သူ ကွီး မြား ဂြာ န ယျ #wisarra#news#thefarmermyanmar# ဝိစာရ Zawgyi"" ဘင်္ဂ လား ဒေ့ရ်ှ က ဆန် လို သလောက် မ ရ သေး သဖြင့် ဆန် တင်သွင်း မှု ထပ်မံ ခွင့်ပြု "" 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🌾 🔸 ဘင်္ဂ လား ဒေ့ရ်ှ အစိုးရ သည် အစိုးရ ညွှန်ကြားချက် ဖြင့် အစော ပိုင်း က ဆန် တင်သွင်း ခဲ့ သော ကုန်သည် များ ကို သွင်းကုန် လိုအပ် သည့် ပမာဏ ရောက် သည် အထိ ထပ်မံ တင်သွင်း သွား စေ မည် ဖြစ်ကြောင်း ဘင်္ဂ လား ဒေ့ရ်ှ စားနပ်ရိက္ခာ ဝန်ကြီးဌာန က ထုတ်ပြန် သည် ။ ဆန် ထပ်မံ တင်သွင်း ရေး ကိစ္စ နှင့် စပ်လျဉ်း ပြီး စီမံ ဆောင်ရွက် ရန် စားနပ်ရိက္ခာ အထွေထွေ ဦးစီးဌာန ကို ညွှန်ကြား ထားသည် ဟု ဝန်ကြီးဌာန ၏ အကြီး တန်း အရာရှိ တစ်ဦး က FinancialExpress သတင်း ဌာန ကို ပြောသည် ။ 🔸 သွင်းကုန် လုပ်ငန်း များသည် မ ကြာ သေး မီ က ဆန် တင်သွင်း မှု ပြုလုပ် ထား ကြောင်း ပြသ ပြီး နောက် ဆန် တင်သွင်း မည့် ငွေလွှဲ စာတမ်း (LetterofCredit) ကို အစိုးရ ထံ ဖေဖော်ဝါရီ ၂၅ ရက်မ တိုင် မီ တင်ပြ လျှောက်ထား ရ မည် ဖြစ်ကြောင်း ၎င်း က ပြောသည် ။ အစိုးရ သည် အစော ပိုင်း က ပုဂ္ဂလိက လုပ်ငန်း ၃၂၀ ဝန်းကျင် ကို ဆန် တင်သွင်း ခွင့်ပြု ခဲ့ ရာတွင် လည်း ဖေဖော်ဝါရီ ၁၅ ရက်မ တိုင် မီ ငွေလွှဲ စာတမ်း များ တင်ပြ လျှောက်ထား စေ ခဲ့ ခြင်း ဖြစ်သည် ။ ထို အသုတ် က ကုန်သည် များ ဆန် တန် ချိန် တစ် သန်း ကျော် တင်သွင်း ခွင့် ရရှိ ခဲ့ သည် ။ 🔸 အစိုးရ သည် ပြည်တွင်း လယ်သမား များ ထံမှ ဆန် ကို ဝယ်ယူ ရာတွင် မျှော်မှန်း ချက်မ ပြည့်မီ ခဲ့ ခြင်း ၊ ဈေးကွက် အတွင်း ဆန် အမျိုးမျိုး ဈေးတက် နေ ခြင်း နှင့် အစိုးရ သီးနှံ ဂိုဒေါင် များ တွင် ဆန် လက်ကျန် နည်း နေ ခြင်း တို့ ကြောင့် လုပ်ငန်း များ ကို ဆန် တင်သွင်း ရန် ခွင့်ပြု ပေး နေ ခြင်း ဖြစ်သည် ။ ဆန် ဈေး များ မြင့် တက် လာ ပြီး နောက် အစိုးရ က ဆန် တင်သွင်း ခွန် ကို လျှော့ချ ၍ လည်း သွင်းကုန် မြင့် တက် စေရန် အားပေး ခဲ့ သည် ။ ဆန် တင်သွင်း မှု ကို ယခင်က ၆၂ ဒသမ ၅ ရာခိုင်နှုန်း အခွန်စည်းကြပ် ထား ရာ က ၂၅ ရာခိုင်နှုန်း သို့ လျှော့ချ ပေး ခဲ့ ခြင်း ဖြစ်သည် ။ ပုဂ္ဂလိက လုပ်ငန်း များ က အစော ပိုင်း ကတည်းက ဆန် တင်သွင်း မှု ပြုလုပ် ထား သည့် တိုင် ယခု အခါ ဈေးကွက် အတွင်း ဆန် အမျိုးအစား များ စွာ ဈေးကြီး မြင့် နေ ဆဲ ဖြစ်သည် ။ 🔸 ဆန်ကြမ်း ဈေးသည် အရည်အသွေး ကို လိုက် ၍ တစ် ကီလို လျှင် ၅၀ နှင့် ၅၃ တာ ကာ ကြား ရှိ နေ ပြီး မြို့ ပေါ် လက်လီ ဈေးကွက် များ တွင် ရောင်းချ နေ သော အကောင်း စား ဆန် ဈေး များ မှာ တစ် ကီလို လျှင် ၅၈ - ၆၅ တာ ကာ ဈေးပေါက် နေ ကြောင်း သိရသည် ။ ယခု လ အစော ပိုင်း က ပြုလုပ် ခဲ့ သော ဝန်ကြီးဌာန အစည်းအဝေး တစ် ခု ကမူ သွင်းကုန် လုပ်ငန်း များ အနေဖြင့် သတ်မှတ် ရက် အတွင်း ငွေလွှဲ စာတမ်း တင်ပြ ခြင်း မရှိ ခဲ့ လျှင် သွင်းကုန် ခွင့်ပြု မှု ပယ်ဖျက် ခံ ရ နိုင် ကြောင်း သတိပေး ထားသည် ။ ထို အစည်းအဝေး တွင် ဆန် လက်ကျန် နှင့် ပေါက်ဈေး အခြေအနေ ၊ ဆောင်း စပါး အထွက် နှုန်း ၊ အစိုးရ ၏ သီးနှံ ဝယ်ယူ မှု ၊ တင်သွင်း မှု ပမာဏ နှင့် စားနပ်ရိက္ခာ ဖြန့်ချိ ရေး အစီအစဉ် တို့ ကို ပါ ဆွေးနွေး ခဲ့ ကြောင်း သိရသည် ။ Sources: ဝေ ယံ ဟိန်း (B.Ag) မြန်မာ တောင်သူ ကြီး များ ဂျာနယ် #wisarra#news#thefarmermyanmar# ဝိစာရ",-,2021-03-04,10:25:39,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/wisarrainternational/photos/a.367600526916040/1375357429473673/?type=3,215,0,1,0,0,1,0,21,3,
c20210301_20210308_0078,FALSE,,,,p.farming,https://www.facebook.com/wisarrainternational/posts/1375360429473373,https://www.exportcomments.com/done/b2bed47f-547f-4c4e-9bae-813cc4f3617c/preview/1375365446139538,https://www.facebook.com/profile.php?id=100026808349481,ပြည် သူ တွေ ဒုက္ခ သောက ပူပင် မှု့ တွေ များ နေ ချိန် မို့ စီးပွားရေး ဘက် မ လှည့် နိုင် ကြ တာ ပါ ...,People can't turn to the economy because they are so worried.,2021-03-04,10:37:32,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0079,TRUE,,စိုက္ပ်ိဳးေရး ႏွင့္ အေထြေထြဗဟုသုတ,1.64E+15,p.farming,https://www.facebook.com/1644376322499260/posts/2917054475231432,,facebook.com/1644376322499260,ပစ် လေထွက် လေ နောက် မ တွန့် တဲ့ ပဲ ခူး ပြည် သူ တွေ .... ပဲ ခူး မတ် ၁ နံနက် ၉ နာရီ ၃၀၂၂ ရက် မြောက် နေ့ အ ဖြင့် ပဲ ခူး မြို့ တွင် အာဏာရှင် အလို မရှိ ကြောင်း ဆန္ဒ ဖော်ထုတ် လျှက် ရှိ ရာ ဝန်ထမ်း များ အပါအဝင် အလွှာ ပေါင်း စုံ မှ ပြည် သူများ ရွှေ မော် ဓော် ဘုရား လမ်း အတိုင်း စတင် ချီတက် ဆန္ဒ ဖော်ထုတ် လျှက် ရှိသည် ။ #BagoweeklyjournalZN.H 🇦 🇺,People in Pegu are protesting against the dictator in Pegu on March 1 at 9:30 am People are starting to march along Shwe Mawdaw Pagoda Road.,2021-03-01,4:20:55,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/1644376322499260/photos/a.1644511015819124/2917053678564845/?type=3,2853,87,3,6,1,3,18,408,25,
c20210301_20210308_0080,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2917054475231432,https://www.exportcomments.com/done/13c51222-22cd-49b7-b73a-56eb49b55c88/preview/2917058625231017,https://www.facebook.com/profile.php?id=100035539219545,အားလုံး ဘေး ကင်း ကြ ပါစေ,May all be safe,2021-03-01,4:31:10,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0082,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2917054475231432,https://www.exportcomments.com/done/13c51222-22cd-49b7-b73a-56eb49b55c88/preview/2917083465228533,https://www.facebook.com/profile.php?id=100010552025723,ပြည် သူ့ သား ကောင်း သမီး ကောင်း ရတနာ တွေ ဘေး ကင်း ကြ ပါစေ အောင် ပါစေ,May the good sons and daughters of the people be safe,2021-03-01,5:30:59,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0083,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2917054475231432,https://www.exportcomments.com/done/13c51222-22cd-49b7-b73a-56eb49b55c88/preview/2917108101892736,https://www.facebook.com/profile.php?id=100013751748066,💪 💪 💪,💪 💪 💪,2021-03-01,6:30:33,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0084,TRUE,,The Farmer Media,258491340931726,p.farming,https://www.facebook.com/thefarmermedia/posts/3773219782792180,,facebook.com/258491340931726,အကောက်ခွန် အေး ဂျင့် များ CDM လုပ် နေ သဖြင့် ကုမ္ပဏီ များ ကို အခွန် ရှင်းလင်း ရေး တိုက်ရိုက် လုပ်ဆောင် ခွင့်ပြု *********************************************** ပို့ ကုန် ၊ သွင်းကုန် ကုမ္ပဏီ များ အတွက် အကောက်ခွန် ရှင်းလင်း ရေး လုပ်ငန်း များ ကိုယ်စားလှယ် အဖြစ် လုပ် ပေး နေ သည့် အေး ဂျင့် များ ကလူ ထု အာခံ မှု (CDM) လှုပ်ရှားမှု အဖြစ် လုပ်ငန်း များ ရပ်နား ထား သည့်အတွက် ကုမ္ပဏီ များ ကို တိုက်ရိုက် အခွန် ရှင်းလင်း ခွင့်ပြု လိုက် ကြောင်း သိရသည် ။ ပြည်တွင်း က ရေထွက်ပစ္စည်း များ ပြည်ပ သို့ တင်ပို့ ရာတွင် လိုအပ် သည့် စာရွက်စာတမ်း များ ထုတ်ယူ ရန် အခက်အခဲ များ ဖြစ်ပေါ် နေ ခြင်း ကို ဖြေရှင်း ပေး ရန် မြန်မာနိုင်ငံ ရေထွက်ပစ္စည်း ထုတ်လုပ် သူများ နှင့် ပို့ ကုန် လုပ်ငန်း ရှင် များ အသင်း က အကောက်ခွန် ဦးစီးဌာန သို့ တင်ပြ ထားသည် ။ မြန်မာနိုင်ငံ ရေထွက်ပစ္စည်း ထုတ်လုပ် သူများ နှင့် ပို့ ကုန် လုပ်ငန်း ရှင် များ အသင်း က အသင်းဝင် ကုမ္ပဏီ များ အနေဖြင့် ယခု ဖြစ်ပေါ် နေ သည့် အခြေအနေ များ ကြောင့် ရေထွက်ပစ္စည်း များ ပြည်ပ တင်ပို့ ရာတွင် အခက်အခဲ များ ကြုံတွေ့ နေ ရ ကြောင်း ၊ ပြည်တွင်း ထုတ်ကုန် များ ပြည်ပ နိုင်ငံ သို့ တင်ပို့ နိုင် ခြင်း ဖြင့် နိုင်ငံခြား ဝင်ငွေ များ ပိုမို ရရှိ စေ ခြင်း ၊ ငါး ၊ ပုစွန် ရေထွက် ကုန် များသည် ပုပ်သိုး လွယ် သည့် ကုန်ပစ္စည်း များ ဖြစ် သောကြောင့် စက်ရုံ များ ပုံမှန် လည်ပတ် နိုင် ရန် အကောက်ခွန် ဖိုင် များ ပြုလုပ် ရာတွင် ယခင်က အကောက်ခွန် အေး ဂျင့် များ က အကောက်ခွန် ရုံး အတွင်း ဝင် ရောက် ၍ ပြုလုပ် ရ ခြင်း ဖြစ်ကြောင်း ၊ ယခု ဖြစ်ပေါ် နေ သော အခြေအနေ များ ကြောင့် အခက်အခဲ များ ရှိ နေ သဖြင့် ပြည်ပ တင်ပို့ မည့် ကုမ္ပဏီ များ က ဝန်ထမ်း ကိုယ်စားလှယ် များ က အကောက်ခွန် အေး ဂျင့် များ ကိုယ်စား တင်ပို့ မည့် အကောက်ခွန် ဖိုင် များ ပြုလုပ် ခွင့်ပေး ရန် တင်ပြ ထား ခြင်း ဖြစ်သည် ။ ထို့ကြောင့် အကောက်ခွန် ရှင်းလင်း ရေး လုပ်ငန်း များ ကို ကုမ္ပဏီ များ ကတိုက် ရိုက် ပြုလုပ် ခွင့်ပေး မည် ဖြစ်ကြောင်း အကောက်ခွန် ဦးစီးဌာန က ဖေဖော်ဝါရီ ၂၂ ရက် တွင် စီးပွားရေး အသင်းအဖွဲ့ များ ကို အသိပေး ထုတ်ပြန် ခဲ့ သည် ။ အကောက်ခွန် ဦးစီးဌာန က သွင်းကုန် ပို့ ကုန် လုပ်ငန်း များ လွယ်ကူ ချောမွေ့ စေရန် MACCSSystem အသုံးပြု ၍ ကျသင့် အခွန် များ စည်းကြပ် ကောက်ခံ ခြင်း ၊ ကုန်ပစ္စည်း များ ကို ရှင်းလင်း ထုတ်ပေး ခြင်း တို့ ကို ခွင့်ပြု ပေး လျက် ရှိ ရာ ထိုကဲ့သို့ ဆောင်ရွက် ရာတွင် ကုမ္ပဏီ များ က လုပ်ငန်း အပ်နှံ ထား သော အကောက်ခွန် ဝန်ဆောင်မှု လုပ်ငန်း ဆောင်ရွက် သည့် အေ ဂျင် စီ များ က ကိုယ်စားလှယ် များ အဖြစ် ဆောင်ရွက် ပေး လျက် ရှိ ကြောင်း သိရသည် ။ လက်ရှိ အခြေအနေ တွင် အကောက်ခွန် ဝန်ဆောင်မှု လုပ်ငန်း ဆောင်ရွက် သည့် အေ ဂျင် စီ အများ စု မှာ လုပ်ငန်း ဆောင်ရွက် မှု များ ရပ်နား ထား သဖြင့် ကုန်ပစ္စည်း များ ကို ဆိပ်ကမ်း က ထုတ်ယူ ရာတွင် ကြန့်ကြာ ခြင်း ၊ ဆိပ်ကမ်း အခွန် အခ များ များပြား နိုင် ခြင်း ၊ ပုပ်သိုး ပျက်စီး လွယ် သော ပစ္စည်း များ ဖြစ် ပါက ပျက်စီးဆုံးရှုံး နိုင်ခြေ များ သည့် အပြင် ဈေးကွက် အတွင်း ကုန်ပစ္စည်း ပြတ်လပ် မှု မရှိ စေ ရေး အတွက် ကုန်ပစ္စည်း ထုပ်ပိုး ပေး ရန်လို အပ် ခြင်း နှင့် CMP ကုမ္ပဏီ များ ကဲ့သို့ အချိန်မီ တင်ပို့ ရ မည့် ကုန်ပစ္စည်း များ အတွက် ကြန့်ကြာ မှု များ နှင့် နစ်နာ ဆုံးရှုံး မှု များ ဖြစ်ပွား နေ ကြောင်း သိရသည် ။ အဆိုပါ အခက်အခဲ များ နှင့် နစ်နာ ဆုံးရှုံး မှု များ မ ဖြစ်စေ ရေး အတွက် အရေးပေါ် ကာလ တွင် လုပ်ငန်း လွယ်ကူ စေရန် တင်သွင်း ၊ တင်ပို့ သည့် ကုမ္ပဏီ များ က လိုအပ် သော စာရွက်စာတမ်း ၊ အထောက်အထား များ ပြည့်စုံ စွာ ယူဆောင် လာ ပါက Manual စနစ် ဖြင့် သွင်းကုန် ပို့ ကုန် ကြေညာ လွှာ များ ဖွင့်လှစ် ၍ လုပ်ငန်း များ ဆောင်ရွက် နိုင် ရန် စီစဉ် ထား ရှိ ပြီး ဖြစ် သောကြောင့် ကုမ္ပဏီ များ အနေဖြင့် Manual စနစ် ဖြင့် လည်း သွင်းကုန် ၊ ပို့ ကုန် ကြေညာ လွှာ များ ဖွင့်လှစ် ၍ လုပ်ငန်း များ ဆောင်ရွက် ရန် အကောက်ခွန် ဦးစီးဌာန က ကူညီ ပေး နိုင် ရန် သီးခြား အဖွဲ့ ဖွဲ့စည်း ၍ ဆောင်ရွက် သွား မည် ဖြစ်ကြောင်း အကောက်ခွန် ဦးစီးဌာန က ထုတ်ပြန် ထားသည် ။ # ဂျူး မေ ဇင် # မြန်မာ တောင်သူ ကြီး များ ဂျာနယ်,-,2021-03-01,4:14:22,status,,,,,,,,,,,,,,,,,,,,,,,,,,212,2,0,22,1,0,0,24,1,
c20210301_20210308_0085,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3773219782792180,https://www.exportcomments.com/done/1a124699-fa05-4500-9f39-c074e6d4e38b/preview/3778076308973194,https://www.facebook.com/profile.php?id=100000689203317,ကုမ္ပဏီ ဝန်ထမ်း တွေ သွား လုပ် ခိုင်း လည်း သွား မ လုပ် ဘူး မ ကျေနပ် ရင် အလုပ်ဖြုတ် လိုက်သူ များ တွေ ဒီ လောက် သွေးမြေကျ နေ တာ ကိုယ် က သွား လုပ် ရအောင် ကိုယ် ဘာသာ ကိုယ် သိ ကြ လူတိုင်း အမှန်တရား ပေါ်ပေါက် ဖို့ လုပ် နေ ကြ တာ အ ဒိ သူ ဌေူ တွေ ကို မ စဉ်းစား နဲ့ သူတို့ က မြန်မာနိုင်ငံ ကို အသုံးချ ပြီး ပိုက်ဆံ ရှာ သူတို့ သားသမီး တွေ ကျန်ုင် ငံ ခြား မှာ ကျောင်းထား မြန်မာနိုင်ငံ ဘာဖြစ်ဖြစ် စိတ်ဝင်စား ကြ တာ မဟုတ် ဘူး သူ မျာူ တွေ တောင်သူ တို့ ရဲ့ ရာထူး ကြီး ကြီး တွေ ကို လောင်းကြေးထပ် ပြီး လုပ် နေ တာ ကိုယ် တွေ ကဘာ မို လို့ လည်း ခဏ တ ဖြုတ် တောင် သည်း မ ခံ နိုင် ကြ ဘူး လား တို့ မိဘ လယ်သမား တွေ က ရွံ ( ၁ ) သာ လောက် ဖင် ထဲ ဝင် ပြီး ပညာသင် ပေးလိုက် တာ အမှား နဲ့ အမှန် တော့ ခွဲခြား တက် ကြ ပါစေ -,"If you are not happy with the way the company employees are going to work, you will have to go to work. They are using Burma to make money. Their children are not interested in studying abroad in Burma. I'm not sure if I'm going to be able to do that, but I'm not sure if I'm going to be able to do that.",2021-03-03,3:24:35,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
